# source: https://www.google.com/maps/search/hotel/
place_id,name,latitude,longitude,address,city,country,timezone,categories,star_rating,rating,amenities,description,price_display,website,phone,google_maps_url
ChIJ3TSZXaBG0i0RNckODKX7Z8A,Eden Hotel Kuta Bali,-8.7332883,115.16794309999999,"Eden Hotel Kuta Bali, Jl. Kartika Plaza No.42, Kuta, Badung Regency, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel|Kafe|Restoran|Spa,Hotel bintang 4,4.2,Wi-Fi gratis,"Hotel kelas atas yang dikelilingi tempat makan di pusat kota ini berjarak 5 menit berjalan kaki dari pantai, 6 menit berjalan kaki dari Discovery Shopping Mall, dan 2 km dari Bandara Internasional Ngurah Rai.",Rp 247.480,https://www.myedenhotels.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJ3TSZXaBG0i0RNckODKX7Z8A
ChIJnTD2psZG0i0RlmLPW5MCasE,Grandmas Plus Hotel Legian,-8.7085553,115.1722526,"Grandmas Plus Hotel Legian, Jln Legian No.368, Legian, Kuta, Badung Regency, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 2,4.6,Wi-Fi gratis,"Hotel bertema lingkungan ini berpusat di halaman yang dipenuhi tanaman rambat, serta berjarak 7 menit dari Pantai Kuta dan 4 km dari taman rekreasi air Waterbom Bali.",Rp 230.292,https://www.grandmashotel.com/legian,(,https://www.google.com/maps/place/?q=place_id:ChIJnTD2psZG0i0RlmLPW5MCasE
ChIJqR8jM11H0i0R-7w18l-pUpk,White Goose Hotel,-8.6664549,115.13999779999999,"White Goose Hotel, Jl. Pantai Berawa, Tibubeneng, Kuta Utara, Badung Regency, Bali 80351","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel|Hotel jangka panjang,Hotel bintang 3,4.6,Wi-Fi gratis,"Terletak di jalan sempit yang dipenuhi pepohonan, hotel butik yang santai ini berjarak satu menit berjalan kaki dari Pantai Berawa dan 14 km dari pura Pulau Tanah Lot. Bandara Internasional I Gusti Ngurah Rai berjarak 16 km.",Rp 766.112,http://www.whitegoosehotel.com/,0,https://www.google.com/maps/place/?q=place_id:ChIJqR8jM11H0i0R-7w18l-pUpk
ChIJ9e9PIbxG0i0Rd--q79jNamE,Kuta Seaview Beach Resort,-8.7193443,115.16925069999999,"Kuta Seaview Beach Resort, Jl. Pantai Kuta, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel Resor|Hotel,Hotel bintang 4,4.5,Wi-Fi gratis,Hotel bernuansa santai yang terletak di taman tropis di Pantai Kuta ini berjarak 11 menit berjalan kaki dari hiburan malam di Jalan Legian dan 15 menit berjalan kaki dari taman rekreasi air Waterbom Bali.,Rp 940.800,http://www.kutaseaviewhotel.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJ9e9PIbxG0i0Rd--q79jNamE
ChIJ-ZAR4p9G0i0RCG7yvIUvckw,Palm Beach Hotel Bali,-8.7350151,115.16478319999999,"Palm Beach Hotel Bali, Jl. Jenggala Jl. Pantai Banjar Segara No.1, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel|Hotel Resor,Hotel bintang 3,3.9,Wi-Fi gratis,"Hotel bernuansa santai yang dikelilingi taman ini hanya berjarak beberapa menit berjalan kaki dari pantai, 1,5 km dari taman rekreasi air Waterbom Bali, dan 2,3 km dari pertokoan di Jalan Legian.",Rp 400.624,http://palmbeachbali.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJ-ZAR4p9G0i0RCG7yvIUvckw
ChIJK8DR0LtG0i0Rk5nmVA5QmIA,The Kubu Hotel,-8.7189096,115.1732859,"The Kubu Hotel, Jl. Poppies I Gg. Sorga No.Gg, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 3,3.8,Wi-Fi gratis,"Hotel santai ini berjarak 4 menit berjalan kaki dari Jalan Legian, yakni jalan perbelanjaan dan restoran yang ramai, 8 menit berjalan kaki dari Pantai Kuta, dan 6 km dari Bandara Internasional Ngurah Rai.",Rp 203.468,http://thekubuhotel.com/,0,https://www.google.com/maps/place/?q=place_id:ChIJK8DR0LtG0i0Rk5nmVA5QmIA
ChIJc5eDAmtH0i0RYbaix1Kh5yg,The Aveda Boutique Hotel,-8.6719133,115.162531,"The Aveda Boutique Hotel, Jl. Petitenget No.168, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 4,4.4,Wi-Fi gratis,Hotel berkelas ini berjarak 2 km dari Pantai Bali dan 12 km dari Bandara Internasional Ngurah Rai.,Rp 401.536,,(,https://www.google.com/maps/place/?q=place_id:ChIJc5eDAmtH0i0RYbaix1Kh5yg
ChIJ0wAfUcBG0i0RnNvP3pr4WAg,Easy Surf Camp,-8.7120763,115.16749259999999,"Easy Surf Camp, Jl. Pantai Kuta, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel|Sekolah,Hotel bintang 3,3.9,Wi-Fi gratis,Hostel kasual plus kursus selancar Rusia,Rp 368.000,https://easysurfbali.com/,0,https://www.google.com/maps/place/?q=place_id:ChIJ0wAfUcBG0i0RnNvP3pr4WAg
ChIJnXrb37FG0i0R8-amQLQNLTo,Natya Hotel Kuta,-8.7266935,115.1799326,"Natya Hotel Kuta, Jl. Bypass Ngurah Rai No.#9, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 3,4.3,Wi-Fi gratis,"Terletak 3 km dari taman rekreasi air Waterbom Bali, hotel bergaya minimalis ini berjarak 4 km dari Pantai Kuta yang ramai dan 5 km dari Bandara Internasional Ngurah Rai.",Rp 264.001,https://www.natyahotelkuta.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJnXrb37FG0i0R8-amQLQNLTo
ChIJn2el-3JB0i0R7LLP1oudxV0,The Yani Hotel Bali,-8.717039,115.21698269999999,"The Yani Hotel Bali, Jl. Bypass Ngurah Rai No.660, Pedungan, Denpasar Selatan, Kota Denpasar, Bali 80222","Kota Denpasar, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 2,3.9,Wi-Fi gratis,Hotel simpel 2 lantai ini berjarak 9 km dari Jalan Legian yang ramai dan 12 km dari area turis di Seminyak.,Rp 243.528,http://theyanihotelbali.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,(,https://www.google.com/maps/place/?q=place_id:ChIJn2el-3JB0i0R7LLP1oudxV0
ChIJNZq2BZtA0i0RSQuVCjEmn6o,Aston Denpasar Hotel & Convention Center,-8.639643399999999,115.20617019999999,"Aston Denpasar Hotel & Convention Center, Jl. Gatot Subroto Barat No.283, Pemecutan Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80111","Kota Denpasar, Bali",ID,Asia/Makassar,Hotel|Gedung Pertemuan|Restoran,Hotel bintang 4,4.3,Wi-Fi gratis,"Menampilkan pintu masuk yang megah dengan jalan melingkar, hotel bisnis kelas atas ini berjarak 3,4 km dari Museum Bali dan 12 km dari Pantai Legian yang semarak.",Rp 430.062,https://www.astonhotelsinternational.com/en/hotel/view/11/aston-denpasar-hotel---convention-center,(,https://www.google.com/maps/place/?q=place_id:ChIJNZq2BZtA0i0RSQuVCjEmn6o
ChIJcxac-CNH0i0R8OS_7xZfAcs,Sense Sunset Seminyak,-8.6882925,115.1711306,"Sense Sunset Seminyak, Jl. Sunset Road No.88S, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 4,4.1,Wi-Fi gratis,Hotel kontemporer dengan eksterior penuh warna yang memukau ini berjarak 2 km dari Pantai Seminyak dan 4 km dari Jalan Legian yang ramai.,Rp 262.008,https://www.sensesunsetseminyak.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJcxac-CNH0i0R8OS_7xZfAcs
ChIJh3Otubc40i0RQF9fGX8iQ14,Bali Hotel | Zizz Convention Hotel,-8.633769,115.179138,"Bali Hotel | Zizz Convention Hotel, Jl. Mudu Taki V No.2, Tegal Jaya, Dalung, Kuta Utara, Badung Regency, Bali 80117","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 3,3.9,Wi-Fi gratis,Hotel konferensi yang santai dan terletak di jalan yang rindang ini berjarak 3 menit berjalan kaki dari restoran terdekat atau 17 km dari Bandara Internasional Ngurah Rai.,Rp 228.178,,(,https://www.google.com/maps/place/?q=place_id:ChIJh3Otubc40i0RQF9fGX8iQ14
ChIJh78ZhFFH0i0RGj5epm4t5HQ,d'primahotel Petitenget Seminyak 2,-8.6718504,115.1625352,"d'primahotel Petitenget Seminyak 2, Petitenget St No.168, Kerobokan Kelod, Kuta Utara, Badung Regency, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 4,4.4,Wi-Fi gratis,,Rp 409.062,http://www.dprimahotel.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJh78ZhFFH0i0RGj5epm4t5HQ
ChIJobfjMhBH0i0RGWPdqhYwC7I,Sense Hotel Seminyak,-8.682259799999999,115.15440129999999,"Sense Hotel Seminyak, Jl. Kayu Jati No.16, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 4,4.1,Wi-Fi gratis,"Hotel elegan ini berjarak 20 menit berjalan kaki dari Pantai Seminyak yang berpasir, 3 menit berjalan kaki dari Pura Petitenget, dan 4 menit berjalan kaki dari Pantai Petitenget.",Rp 388.795,,,https://www.google.com/maps/place/?q=place_id:ChIJobfjMhBH0i0RGWPdqhYwC7I
ChIJz6quCXhH0i0RmreNNVqDeHk,Koa D'Surfer Hotel,-8.664499,115.141646,"Koa D'Surfer Hotel, Berawa, Jl. Pantai Berawa Gg. Sri Kahyangan No.88, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 3,4.3,Wi-Fi gratis,"Hotel funky dengan bangunan kontemporer yang memukau ini berjarak 4 km dari Pantai Berawa, 7 km dari Echo Beach, dan 17 km dari Bandara Internasional Ngurah Rai.",Rp 453.345,http://www.koasurferhotel.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJz6quCXhH0i0RmreNNVqDeHk
ChIJjz7GLCNH0i0R8oUaPWfm-T8,favehotel Sunset Seminyak,-8.684011,115.168672,"favehotel Sunset Seminyak, Jl. Sunset Road No.89, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel|Gedung Pertemuan|Restoran,Hotel bintang 3,4.5,Wi-Fi gratis,"Terletak di gedung tepi jalan yang penuh warna di antara pertokoan dan restoran, hotel sederhana ini berjarak 3 km dari Pantai Seminyak dan 2 km dari mal Seminyak Village.",Rp 256.060,https://www.favehotels.com/en/hotel/view/78/favehotel-sunset-seminyak,(,https://www.google.com/maps/place/?q=place_id:ChIJjz7GLCNH0i0R8oUaPWfm-T8
ChIJ0U9AWh5H0i0R0YuLizn-K8I,Grandmas Plus Hotel Seminyak,-8.6919135,115.16141359999999,"Grandmas Plus Hotel Seminyak, Jl. Camplung Tanduk No.99, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 2,4.4,Wi-Fi gratis,Hotel murah dan keren yang berada di jalan ramai dengan bar dan restoran ini berjarak 3 menit berjalan kaki dari Pantai Seminyak dan 2 km dari Candi Petitenget.,Rp 333.108,https://www.grandmashotel.com/seminyak,(,https://www.google.com/maps/place/?q=place_id:ChIJ0U9AWh5H0i0R0YuLizn-K8I
ChIJBwjGC91G0i0RhbZBVH_189g,SEVN LEGIAN,-8.7016216,115.16714759999999,"SEVN LEGIAN, Jl. Padma Utara, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361","Kabupaten Badung, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 4,4.5,Wi-Fi gratis|Sarapan gratis,"Hotel kontemporer ini berjarak 4 menit berjalan kaki dari Pantai Legian di sepanjang Laut Bali, 6 km dari Waterbom Bali, dan 10 km dari Bandara Internasional Ngurah Rai.",Rp 368.826,https://sevnlegian.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJBwjGC91G0i0RhbZBVH_189g
ChIJJUZcVXQ90i0RGDGzIXI3Py8,MaxOne Hotel ubud,-8.5228782,115.26288249999999,"MaxOne Hotel ubud, Jl. Raya Pengosekan Ubud, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel|Restoran|Spa|Kolam Renang,Hotel bintang 3,4.4,Wi-Fi gratis,Hotel kontemporer & murah di jalan utama yang sibuk ini berjarak 14 menit berjalan kaki dari Hutan Monyet Ubud dan 35 km dari Bandara Internasional Ngurah Rai.,Rp 426.289,http://maxoneubud.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJJUZcVXQ90i0RGDGzIXI3Py8
ChIJbeNOrlw90i0RtlcIqoAGFzI,Ubud Tropical,-8.500196599999999,115.2724042,"F7XC+WXC Ubud Tropical, Jl. Raya Andong, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hostel|Hotel,Hotel bintang 3,4.4,Wi-Fi gratis,Hostel bernuansa santai yang terletak di jalan ramai yang dikelilingi taman tropis yang rimbun ini berjarak 3 km dari Mandala Suci Wenara Wana dan Yoga Barn. Hotel ini berjarak 38 km dari Bandara Internasional Ngurah Rai.,Rp 164.265,https://www.facebook.com/UbudTropicalBali,(,https://www.google.com/maps/place/?q=place_id:ChIJbeNOrlw90i0RtlcIqoAGFzI
ChIJDeTlROg90i0RCyx74BtgUO8,Parthi Puri Ubud,-8.5547083,115.2641606,"Parthi Puri Ubud, Br. Silungan, Lodtunduh, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Vila,Vila,4.7,Wi-Fi gratis,,Rp 248.738,,0,https://www.google.com/maps/place/?q=place_id:ChIJDeTlROg90i0RCyx74BtgUO8
ChIJucWXxRQ90i0RbbTs0daZZ78,Nick's Pension,-8.5087967,115.2589831,"Nick's Pension, Jl. Bisma No.32, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 3,4.2,Wi-Fi gratis,Hotel simpel di dekat sawah dan menawarkan pemandangan sungai ini berjarak 1 km dari Blanco Renaissance Museum dan 5 km dari Monkey Forest Ubud.,Rp 360.532,http://www.nickspensionbali.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJucWXxRQ90i0RbbTs0daZZ78
ChIJb1Dzq3M90i0R9H9PwPZvAII,The Evitel Resort Ubud,-8.5186783,115.2630695,"The Evitel Resort Ubud, Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 3,4.3,,"Berada di area yang dipenuhi pertokoan dan tempat makan, hotel mewah yang menghadap sawah ini berjarak 7 menit berjalan kaki dari jalur alam dan pura Hindu di Hutan Monyet Ubud, serta 37 km dari Bandara Internasional Ngurah Rai.",Rp 523.320,https://booking.theevitelresortubud.com/offers?&utm_source=GoogleMyBusiness,(,https://www.google.com/maps/place/?q=place_id:ChIJb1Dzq3M90i0R9H9PwPZvAII
ChIJBfmzW2490i0RxNB-Q34I1HA,Desak Putu Putera Resort,-8.5129126,115.2677207,"Desak Putu Putera Resort, Jl. Sukma Kesuma Tebesaya No.34, Peliatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel|Hotel Resor,Hotel bintang 3,4.4,Wi-Fi gratis,Hotel santai yang terletak di pinggir jalan yang dipenuhi pertokoan lokal ini berjarak 2 km dari Istana Ubud dan 5 km dari reruntuhan pura di Goa Gajah. Bandara Internasional Ngurah Rai berjarak 38 km.,Rp 144.001,,(,https://www.google.com/maps/place/?q=place_id:ChIJBfmzW2490i0RxNB-Q34I1HA
ChIJzUP7KWk90i0RawIr0Sl0yyM,SenS Hotel & Spa + Conference Ubud Town Centre,-8.5096167,115.2688781,"SenS Hotel & Spa + Conference Ubud Town Centre, Jl. Sukma Kesuma No.1, Banjar Tebesaya, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 4,4.4,Wi-Fi gratis,"Hotel mewah berfasad dekoratif ini berjarak 10 menit berjalan kaki dari Istana Ubud dan Pasar Ubud, serta 2 km dari Mandala Wisata Wenara Wana.",Rp 916.110,http://www.senshotelsresorts.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJzUP7KWk90i0RawIr0Sl0yyM
ChIJ2VzSul0W0i0RNuIKpansMUo,Hotel Gianyar,-8.5397862,115.3234301,"Hotel Gianyar, Jl. Manik, Gianyar, Kec. Gianyar, Kabupaten Gianyar, Bali 80511","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 3,4.1,Wi-Fi gratis,"Hotel simpel di lahan tropis yang rindang ini berada di dekat beberapa tempat makan, serta berjarak 1 km dari halte bus, 2 km dari Air Terjun Kanto Lampo, dan 7 km dari Pantai Lebih.",Rp 154.835,,(,https://www.google.com/maps/place/?q=place_id:ChIJ2VzSul0W0i0RNuIKpansMUo
ChIJGUflUDE90i0Rs5gA5onrUm0,Kanma formerly Munari Resort and Spa Ubud,-8.490071,115.2532456,"Kanma formerly Munari Resort and Spa Ubud, Jl. Raya Sanggingan No.88X, Kedewatan, Ubud, Gianyar Regency, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel Resor,Hotel bintang 3,4.5,Wi-Fi gratis,"Dibangun dari kayu daur ulang, dan dikelilingi oleh taman tropis, resor spa tradisional Bali ini berjarak 7 km dari Hutan Monyet Ubud, 2,6 km dari Istana Ubud, dan 7 km dari ukiran batu Goa Gajah.",Rp 500.000,,(,https://www.google.com/maps/place/?q=place_id:ChIJGUflUDE90i0Rs5gA5onrUm0
ChIJHRsYxWw90i0R3XQoN0G2LLc,Ubud Village Hotel,-8.5122048,115.2604513,"Ubud Village Hotel, Jl. Monkey Forest No.99x, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 4,4.6,Wi-Fi gratis|Sarapan gratis,Hotel mewah yang dekat dengan bar dan restoran di area yang populer untuk turis ini berjarak 13 menit berjalan kaki dari Mandala Wisata Wenara Wana dan 8 menit berjalan kaki dari Istana Ubud. Hotel ini berjarak 36 km dari Bandara Internasional Ngurah Rai.,Rp 1.191.184,https://theubudvillage.com/hotel/,(,https://www.google.com/maps/place/?q=place_id:ChIJHRsYxWw90i0R3XQoN0G2LLc
ChIJjVtDZns90i0RxKETmlOH1O8,Uma Dawa Resort and Spa,-8.4946422,115.27339309999999,"Uma Dawa Resort and Spa, Jl. Raya Andong, Petulu, Ubud, Gianyar Regency, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel|Hotel Resor,Hotel bintang 3,4.2,Wi-Fi gratis|Sarapan gratis,,Rp 367.238,https://lokalua.com/umadawaubud/,0,https://www.google.com/maps/place/?q=place_id:ChIJjVtDZns90i0RxKETmlOH1O8
ChIJTX0yQhU90i0RrkJMHgMUQm8,Meruhdani Boutique Hotel Ubud,-8.5064096,115.258789,"Meruhdani Boutique Hotel Ubud, Jl. Bisma No.3, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Kabupaten Gianyar, Bali",ID,Asia/Makassar,Hotel,Hotel bintang 3,4.4,Wi-Fi gratis,"Hotel santai ini berjarak 6 menit berjalan kaki dari Istana Ubud, 2 km dari Monkey Forest Ubud, dan 38 km dari bandara internasional Ngurah Rai.",Rp 643.890,http://www.meruhdani.com/,(,https://www.google.com/maps/place/?q=place_id:ChIJTX0yQhU90i0RrkJMHgMUQm8
